country,year,export_entropy_global,n_export_partners_global,top_partner_share,top_partner,export_entropy_regional,gap
MEX,2013,0.2104883283113835,14,0.9000349583327769,USA,0.8652093884783758,0.6547210601669923
MEX,2014,0.19713227019709295,14,0.9081674174682915,USA,0.8663758705925892,0.6692436003954962
MEX,2015,0.19057588271311218,14,0.9124040010192599,USA,0.8807890156492096,0.6902131329360974
MEX,2016,0.19061242384767627,14,0.9118814483740579,USA,0.8951153085904762,0.7045028847427999
MEX,2017,0.20730232032216667,14,0.9012807750063832,USA,0.8975143902156228,0.6902120698934562
MEX,2018,0.20496190113025947,14,0.9026921181084048,USA,0.8851512893033846,0.6801893881731251
MEX,2019,0.19031748753109926,14,0.9104669573549732,USA,0.8700846743817622,0.679767186850663
MEX,2020,0.1929603535789836,14,0.9080815849744088,USA,0.885432042136457,0.6924716885574733
MEX,2021,0.19419255742635538,14,0.9080057904284068,USA,0.8937622577190416,0.6995697002926862
MEX,2022,0.1883778174656253,14,0.9110885728767482,USA,0.886871790160509,0.6984939726948837
MEX,2023,0.17157309796008788,14,0.920508659536513,USA,0.8810513322365638,0.7094782342764759
MEX,2024,0.16113188655271352,14,0.9264432167982178,USA,0.8560183596056864,0.6948864730529729
PER,2000,0.7172545256564061,14,0.4673668302527667,USA,0.8552639174322777,0.13800939177587157
PER,2001,0.7405999405808735,14,0.4371813283211517,USA,0.8519340059180092,0.11133406533713563
PER,2002,0.7214776434127336,14,0.4535659855943261,USA,0.8657099539675193,0.1442323105547857
PER,2003,0.7051527948924465,14,0.4691714253199908,USA,0.826092333927831,0.12093953903538446
PER,2004,0.7040397968278724,14,0.4587791939633236,USA,0.8230315182073853,0.11899172137951286
PER,2005,0.6866710318042388,14,0.4652835774452662,USA,0.7915154398032537,0.10484440799901484
PER,2006,0.7448315635895154,14,0.39684818126255034,USA,0.7864617383440682,0.04163017475455277
PER,2007,0.7696302217884246,14,0.3298820993231112,USA,0.7705325028147394,0.000902281026314844
PER,2008,0.7675853061548953,14,0.32721220005113744,USA,0.7930336577461973,0.025448351591301988
PER,2009,0.7610522191256984,14,0.3051698954717592,USA,0.8703449924544039,0.10929277332870546
PER,2010,0.7685827728990078,14,0.3153560968639935,USA,0.8490914546753324,0.08050868177632464
PER,2011,0.7897526749149444,14,0.2750518078998126,CHN,0.8227788318853263,0.033026156970381915
PER,2012,0.788959904184576,14,0.26972716907244326,USA,0.8335144517372238,0.04455454755264787
PER,2013,0.7788771803643546,14,0.30833253375589315,USA,0.8515653931414354,0.07268821277708082
PER,2014,0.7890782313111635,14,0.2904034060869186,CHN,0.8550048885163585,0.06592665720519497
PER,2015,0.767188505492044,14,0.32464744287008507,CHN,0.8837795541839797,0.1165910486919357
PER,2016,0.7182848901621204,14,0.366005118778611,CHN,0.8602542230286642,0.14196933286654378
PER,2017,0.7008927660902743,14,0.40190100039598053,CHN,0.842742535762161,0.14184976967188667
PER,2018,0.6991931260227136,14,0.3998905424029394,CHN,0.848080074955259,0.1488869489325454
PER,2019,0.6965449285767293,14,0.4459067622767538,CHN,0.8585002592288506,0.1619553306521213
PER,2020,0.6837339802284449,14,0.4181719298122524,CHN,0.8662939956320214,0.18256001540357647
PER,2021,0.664146205763959,14,0.4738119157007592,CHN,0.8582760761024193,0.1941298703384603
PER,2022,0.6905179664315333,14,0.4381192746749319,CHN,0.862423610117205,0.17190564368567174
PER,2023,0.6257632285952996,14,0.5113844837366615,CHN,0.8490294205336345,0.22326619193833486
PER,2024,0.6252478152613656,14,0.512824132060129,CHN,0.8625372935905997,0.23728947832923408
