year,method,y_true,y_pred,pi_lo,pi_hi,abs_error,in_interval,country
2021,bayesian,0.8401074301894922,0.8378279498145953,0.7968504510692018,0.8788054485599888,0.0022794803748968917,True,BOL
2021,xgboost,0.8401074301894922,0.8012347221374512,0.7895821015564839,0.8128873427184184,0.038872708052041016,False,BOL
2022,naive,0.8219297576934896,0.8401074301894922,0.7955283088806675,0.8846865514983169,0.01817767249600255,True,BOL
2022,ets,0.8219297576934896,0.8444790790741423,0.8061811951477109,0.8827769630005737,0.022549321380652687,True,BOL
2022,arima,0.8219297576934896,0.8507867289959874,0.8060232226256726,0.8955502353663022,0.028856971302497758,True,BOL
2022,bayesian,0.8219297576934896,0.8564236649220485,0.8167926348886436,0.8960546949554533,0.03449390722855883,True,BOL
2022,xgboost,0.8219297576934896,0.8139607906341553,0.8020189395039127,0.8259026417643979,0.007968967059334364,True,BOL
2023,naive,0.8186343847737314,0.8219297576934896,0.7777492024491344,0.8661103129378449,0.0032953729197582327,True,BOL
2023,ets,0.8186343847737314,0.8501444556553839,0.8120472457052879,0.8882416656054799,0.031510070881652474,True,BOL
2023,arima,0.8186343847737314,0.8306218326687559,0.7862260017214133,0.8750176636160985,0.011987447895024483,True,BOL
2023,bayesian,0.8186343847737314,0.8613456657255606,0.8216665414169025,0.9010247900342186,0.04271128095182919,False,BOL
2023,xgboost,0.8186343847737314,0.82049161195755,0.8085122668492006,0.8324709570658995,0.0018572271838186438,True,BOL
2024,naive,0.8120942046740881,0.8186343847737314,0.7753182665347335,0.8619505030127294,0.0065401800996433,True,BOL
2024,ets,0.8120942046740881,0.8345726108126996,0.7986742615593622,0.8704709600660371,0.022478406138611517,True,BOL
2024,arima,0.8120942046740881,0.8266206826044418,0.7830893241910738,0.8701520410178097,0.014526477930353665,True,BOL
2024,bayesian,0.8120942046740881,0.8622047660130017,0.8218953707623141,0.9025141612636892,0.05011056133891356,False,BOL
2024,xgboost,0.8120942046740881,0.8193771839141846,0.8075532804268352,0.831201087401534,0.0072829792400964655,True,BOL
2025,naive,0.7934704917725225,0.8120942046740881,0.7695308433728021,0.8546575659753741,0.018623712901565614,True,BOL
2025,ets,0.7934704917725225,0.8395553042293605,0.8039817817416797,0.8751288267170414,0.04608481245683804,False,BOL
2025,arima,0.7934704917725225,0.8192558083245384,0.7764808191233941,0.8620307975256827,0.02578531655201588,True,BOL
2025,bayesian,0.7934704917725225,0.8590422833194135,0.8175832107732129,0.900501355865614,0.06557179154689097,False,BOL
2025,xgboost,0.7934704917725225,0.8168312311172485,0.805069385385424,0.828593076849073,0.023360739344726045,False,BOL
2015,naive,0.7227140725799919,0.7266796087035986,0.7074967856972239,0.7458624317099734,0.003965536123606728,True,BRA
2015,ets,0.7227140725799919,0.7204662174267722,0.7054848586497028,0.7354475762038416,0.00224785515321968,True,BRA
2015,arima,0.7227140725799919,0.7295831728034208,0.7103146368802328,0.7488517087266088,0.006869100223428903,True,BRA
2015,bayesian,0.7227140725799919,0.693164001634533,0.6758419674770803,0.7104860357919857,0.029550070945458917,False,BRA
2015,xgboost,0.7227140725799919,0.7279841303825378,0.7242473275601519,0.7317209332049238,0.005270057802545969,False,BRA
2016,naive,0.7233924475640234,0.7227140725799919,0.7040373170073866,0.7413908281525972,0.00067837498403156,True,BRA
2016,ets,0.7233924475640234,0.7206975215517079,0.7061644424079091,0.7352306006955066,0.0026949260123155794,True,BRA
2016,arima,0.7233924475640234,0.7251626990266609,0.7064181273890427,0.743907270664279,0.0017702514626374288,True,BRA
2016,bayesian,0.7233924475640234,0.6863967798830016,0.6671916394218287,0.7056019203441746,0.036995667681021804,False,BRA
2016,xgboost,0.7233924475640234,0.7269482016563416,0.7227100425993649,0.7311863607133182,0.0035557540923181197,True,BRA
2017,naive,0.7011709917508601,0.7233924475640234,0.7052967654389191,0.7414881296891278,0.02222145581316337,False,BRA
2017,ets,0.7011709917508601,0.7227264079688017,0.7085969115138965,0.736855904423707,0.02155541621794166,False,BRA
2017,arima,0.7011709917508601,0.7257374581090431,0.7075797743107947,0.7438951419072916,0.024566466358183048,False,BRA
2017,bayesian,0.7011709917508601,0.6837102398014461,0.6617835771001406,0.7056369025027516,0.01746075194941399,True,BRA
2017,xgboost,0.7011709917508601,0.7244929075241089,0.7205049915670718,0.728480823481146,0.023321915773248825,False,BRA
2018,naive,0.6581717219786055,0.7011709917508601,0.6820783770240751,0.720263606477645,0.042999269772254545,False,BRA
2018,ets,0.6581717219786055,0.6972815719788551,0.6821962140826537,0.7123669298750565,0.03910985000024958,False,BRA
2018,arima,0.6581717219786055,0.7020985391756778,0.6829852387048087,0.7212118396465469,0.043926817197072254,False,BRA
2018,bayesian,0.6581717219786055,0.6716134158045537,0.6498373585913622,0.6933894730177452,0.013441693825948176,True,BRA
2018,xgboost,0.6581717219786055,0.7090253829956055,0.7041865815156665,0.7138641844755444,0.05085366101699995,False,BRA
2019,naive,0.6511694793564657,0.6581717219786055,0.6355294523353132,0.6808139916218978,0.007002242622139776,True,BRA
2019,ets,0.6511694793564657,0.6310391015372258,0.6133041935220969,0.6487740095523546,0.020130377819239986,False,BRA
2019,arima,0.6511694793564657,0.6569638897542494,0.6343318933710073,0.6795958861374914,0.0057944103977836114,True,BRA
2019,bayesian,0.6511694793564657,0.6437027245201196,0.6225074398121605,0.6648980092280786,0.007466754836346179,True,BRA
2019,xgboost,0.6511694793564657,0.6660465598106384,0.6596529531349642,0.6724401664863127,0.014877080454172686,False,BRA
2020,naive,0.6001233608824512,0.6511694793564657,0.629069740356877,0.6732692183560545,0.051046118474014524,False,BRA
2020,ets,0.6001233608824512,0.6327668243279005,0.6147276638929863,0.6508059847628148,0.03264346344544933,False,BRA
2020,arima,0.6001233608824512,0.6497307015764652,0.6276393497646152,0.6718220533883151,0.04960734069401396,False,BRA
2020,bayesian,0.6001233608824512,0.6219571127331242,0.6013916134991516,0.6425226119670967,0.021833751850672933,False,BRA
2020,xgboost,0.6001233608824512,0.654605507850647,0.6499646126782049,0.659246403023089,0.054482146968195755,False,BRA
2021,naive,0.626457986065743,0.6001233608824512,0.5745287358721696,0.6257179858927329,0.02633462518329177,False,BRA
2021,ets,0.626457986065743,0.5713967027556749,0.5525111830255324,0.5902822224858174,0.0550612833100681,False,BRA
2021,arima,0.626457986065743,0.5697063479718665,0.5515402156559366,0.5878724802877964,0.05675163809387651,False,BRA
2021,bayesian,0.626457986065743,0.5857359848582395,0.5650579064934003,0.6064140632230788,0.040722001207503467,False,BRA
2021,xgboost,0.626457986065743,0.6104927062988281,0.6053204122605947,0.6156650003370615,0.015965279766914864,False,BRA
2022,naive,0.6654723016245976,0.626457986065743,0.600141389220473,0.652774582911013,0.039014315558854595,False,BRA
2022,ets,0.6654723016245976,0.6091352888600042,0.5861855713297371,0.6320850063902713,0.05633701276459335,False,BRA
2022,arima,0.6654723016245976,0.6241771046010424,0.5978694837222073,0.6504847254798775,0.04129519702355522,False,BRA
2022,bayesian,0.6654723016245976,0.5719197716854049,0.5487744600621398,0.5950650833086699,0.09355252993919272,False,BRA
2022,xgboost,0.6654723016245976,0.626223623752594,0.6207306953852043,0.6317165521199837,0.03924867787200359,False,BRA
2023,naive,0.6301237656672634,0.6654723016245976,0.6374652766318216,0.6934793266173735,0.035348535957334226,False,BRA
2023,ets,0.6301237656672634,0.6670911975459818,0.6411463911488545,0.693036003943109,0.036967431878718426,False,BRA
2023,arima,0.6301237656672634,0.6645644376996598,0.6365726300991711,0.6925562453001485,0.034440672032396424,False,BRA
2023,bayesian,0.6301237656672634,0.580191039198905,0.5460191899381801,0.6143628884596299,0.049932726468358335,False,BRA
2023,xgboost,0.6301237656672634,0.6638308167457581,0.65793582563103,0.6697258078604861,0.0337070510784947,False,BRA
2024,naive,0.6258692875161233,0.6301237656672634,0.601273571427442,0.6589739599070847,0.004254478151140106,True,BRA
2024,ets,0.6258692875161233,0.6309180409180419,0.6043051948241556,0.6575308870119283,0.005048753401918682,True,BRA
2024,arima,0.6258692875161233,0.6280408258911617,0.5992137929190062,0.6568678588633172,0.002171538375038473,True,BRA
2024,bayesian,0.6258692875161233,0.573576428198865,0.537555397411705,0.609597458986025,0.052292859317258245,False,BRA
2024,xgboost,0.6258692875161233,0.6312859058380127,0.6254167405308615,0.6371550711451639,0.005416618321889444,True,BRA
2025,naive,0.628860321711634,0.6258692875161233,0.597621626505232,0.6541169485270145,0.0029910341955107222,True,BRA
2025,ets,0.628860321711634,0.6241828839394625,0.5981075191046101,0.6502582487743149,0.004677437772171444,True,BRA
2025,arima,0.628860321711634,0.6237302308793403,0.5955046198512789,0.6519558419074017,0.0051300908322936545,True,BRA
2025,bayesian,0.628860321711634,0.5684189843435438,0.5305540396140467,0.6062839290730409,0.06044133736809021,False,BRA
2025,xgboost,0.628860321711634,0.6306588649749756,0.6250514703515764,0.6362662595983748,0.001798543263341612,True,BRA
2015,naive,0.741470880458937,0.7476038985710493,0.7160945634391299,0.7791132337029686,0.0061330181121121985,True,CHL
2015,ets,0.741470880458937,0.7414050426725523,0.7168990173312493,0.7659110680138552,6.583778638480364e-05,True,CHL
2015,arima,0.741470880458937,0.7432369120588626,0.7118010552260564,0.7746727688916687,0.0017660315999254994,True,CHL
2015,bayesian,0.741470880458937,0.7184907607228236,0.6891931756841388,0.7477883457615083,0.02298011973611347,True,CHL
2015,xgboost,0.741470880458937,0.7478446960449219,0.7429975505741543,0.7526918415156895,0.006373815585984821,False,CHL
2016,naive,0.724235145263236,0.741470880458937,0.7110244777142122,0.7719172832036619,0.017235735195701096,True,CHL
2016,ets,0.724235145263236,0.7355707209636969,0.7118428567127512,0.7592985852146427,0.011335575700460954,True,CHL
2016,arima,0.724235145263236,0.7370352086836165,0.7066599994548153,0.7674104179124177,0.012800063420380536,True,CHL
2016,bayesian,0.724235145263236,0.7172198572691051,0.6880469790444815,0.7463927354937286,0.00701528799413087,True,CHL
2016,xgboost,0.724235145263236,0.7468129992485046,0.742011254906248,0.7516147435907613,0.02257785398526868,False,CHL
2017,naive,0.7253667891029738,0.724235145263236,0.6944896730154206,0.7539806175110513,0.0011316438397378503,True,CHL
2017,ets,0.7253667891029738,0.7271398813808887,0.7039088873812523,0.750370875380525,0.0017730922779148894,True,CHL
2017,arima,0.7253667891029738,0.7192094592624839,0.6895299510055228,0.748888967519445,0.006157329840489889,True,CHL
2017,bayesian,0.7253667891029738,0.7085685558486086,0.6805238336774949,0.7366132780197222,0.016798233254365247,True,CHL
2017,xgboost,0.7253667891029738,0.7299423217773438,0.7248537443502142,0.7350308992044733,0.004575532674369942,True,CHL
2018,naive,0.681941657375679,0.7253667891029738,0.6964454666803775,0.7542881115255701,0.043425131727294786,False,CHL
2018,ets,0.681941657375679,0.7207546892157528,0.6981731425650987,0.743336235866407,0.038813031840073786,False,CHL
2018,arima,0.681941657375679,0.7206430425655602,0.6917893443614814,0.749496740769639,0.0387013851898812,False,CHL
2018,bayesian,0.681941657375679,0.704837158959975,0.6773346858211401,0.7323396320988099,0.022895501584295985,True,CHL
2018,xgboost,0.681941657375679,0.7279139161109924,0.7231466875389925,0.7326811446829924,0.04597225873531341,False,CHL
2019,naive,0.6889754334056603,0.681941657375679,0.6516416976964812,0.7122416170548769,0.007033776029981231,True,CHL
2019,ets,0.6889754334056603,0.70677637780222,0.6825178160305317,0.7310349395739083,0.01780094439655977,True,CHL
2019,arima,0.6889754334056603,0.6757551995065775,0.6454832460322606,0.7060271529808944,0.013220233899082778,True,CHL
2019,bayesian,0.6889754334056603,0.683000136612372,0.6558712938384123,0.7101289793863318,0.005975296793288232,True,CHL
2019,xgboost,0.6889754334056603,0.6899833083152771,0.6837391713501986,0.6962274452803556,0.001007874909616846,True,CHL
2020,naive,0.6383430930098305,0.6889754334056603,0.6592109926587756,0.7187398741525449,0.050632340395829756,False,CHL
