country,year,forecast_mu,forecast_sigma,threshold_p20,p_alert,actual_alert,actual_entropy
GTM,2018,0.5902370599536326,0.04138623588973822,0.41161729235083816,7.946903522352391e-06,0,0.5853129127662602
GTM,2019,0.5853129127662602,0.040345131840952494,0.42057318342212974,2.220398786621966e-05,0,0.5636046251943136
GTM,2020,0.5636046251943136,0.03983130975121507,0.4295290744934213,0.000381216870856984,0,0.5585952421681613
GTM,2021,0.5585952421681613,0.03890491301103693,0.4384849655647129,0.0010099934203683257,0,0.5380278117182565
GTM,2022,0.5380278117182565,0.03838671748739906,0.4399119854590346,0.005294403126387421,0,0.5797686577937048
GTM,2023,0.5797686577937048,0.03828788354904034,0.4413390053533563,0.0001498871168903119,0,0.5611773719374719
GTM,2024,0.5611773719374719,0.0377921233934751,0.442766025247678,0.0008644748267626142,0,0.57380704452566
GTM,2025,0.57380704452566,0.03702512002596872,0.4441930451419997,0.0002320151467921655,0,0.5394618387409716
HND,2017,0.5586566918177793,0.048979595037469986,0.34340142510311494,5.543873516403161e-06,0,0.5783540907079537
HND,2018,0.5783540907079537,0.047380815473978696,0.3434869364347444,3.5793231626285885e-07,0,0.5530362167898784
HND,2019,0.5530362167898784,0.047707690569264626,0.34599337890152376,7.129940879704084e-06,0,0.4093670336162876
HND,2020,0.4093670336162876,0.06102787157744467,0.3484998213683031,0.15929309404308484,0,0.4658461434699442
HND,2021,0.4658461434699442,0.06004875411538596,0.35100626383508243,0.02790963433845606,0,0.4650089384979827
HND,2023,0.4650089384979827,0.05859389297215735,0.35351270630186177,0.02852912153997072,0,0.4964269896953733
HND,2024,0.4964269896953733,0.05719973282713473,0.3560191487686411,0.007050227935833363,0,0.5208543673752005
MEX,2015,0.8663758705925892,0.01299750307453557,0.8648062135765561,0.4519381734550594,0,0.8807890156492096
MEX,2016,0.8807890156492096,0.01320657001502412,0.8652093884783758,0.11906223944290617,0,0.8951153085904762
MEX,2017,0.8951153085904762,0.013307513513104137,0.8654426849012185,0.01288153448436048,0,0.8975143902156228
MEX,2018,0.8975143902156228,0.012921956887456546,0.8656759813240612,0.006871723481070331,0,0.8851512893033846
MEX,2019,0.8851512893033846,0.012883044993867252,0.8659092777469038,0.06764115987284754,0,0.8700846743817622
MEX,2020,0.8700846743817622,0.0129541911599653,0.8661425741697466,0.3804455608034023,0,0.885432042136457
MEX,2021,0.885432042136457,0.01313538086290407,0.8663758705925892,0.07342455525201091,0,0.8937622577190416
MEX,2022,0.8937622577190416,0.012954161433434164,0.8664485872953457,0.017494478239773945,0,0.886871790160509
MEX,2023,0.886871790160509,0.012736926690499422,0.866521303998102,0.05504877525533019,0,0.8810513322365638
MEX,2024,0.8810513322365638,0.012507098136310266,0.8665940207008584,0.12385519634342551,1,0.8560183596056864
MEX,2025,0.8560183596056864,0.013183316906221142,0.8661425741697466,0.7787435003517112,1,0.8612241774301056
PER,2015,0.8550048885163585,0.02819911332911826,0.7927300141576086,0.013608259583233329,0,0.8837795541839797
PER,2016,0.8837795541839797,0.0281737899906688,0.7930336577461973,0.0006388695601227771,0,0.8602542230286642
PER,2017,0.8602542230286642,0.027964856105060002,0.7989826925740231,0.014225209553136227,0,0.842742535762161
PER,2018,0.842742535762161,0.027452122839187194,0.8049317274018489,0.08420413136409027,0,0.848080074955259
PER,2019,0.848080074955259,0.02671492373766997,0.8108807622296746,0.08189242263173524,0,0.8585002592288506
PER,2020,0.8585002592288506,0.026114388830705885,0.8168297970575005,0.055279040875638674,0,0.8662939956320214
PER,2021,0.8662939956320214,0.02550732760425887,0.8227788318853263,0.04400527027752977,0,0.8582760761024193
PER,2022,0.8582760761024193,0.02495940832506475,0.8228293691497381,0.07777849104308708,0,0.862423610117205
PER,2023,0.862423610117205,0.02439981126877992,0.8228799064141499,0.052545703553938554,0,0.8490294205336345
PER,2024,0.8490294205336345,0.024026943022949564,0.8229304436785617,0.13868687008262442,0,0.8625372935905997
