country,year,export_entropy,import_entropy,n_export_partners,n_import_partners,total_exports_usd,total_imports_usd,weighted_out_degree,weighted_in_degree
PER,2012,0.8335144517372238,0.877643825386325,9,9,8040182215.49,11939976597.989,8040182215.49,11939976597.989
PER,2013,0.8515653931414354,0.8697872925740529,9,8,8071348752.28,11025341663.91,8071348752.28,11025341663.91
PER,2014,0.8550048885163585,0.8716930332085875,9,9,6931078204.379999,9877840377.475,6931078204.38,9877840377.475
PER,2015,0.8837795541839797,0.8554761691148011,9,9,6105196585.660001,8114709946.591001,6105196585.66,8114709946.591001
PER,2016,0.8602542230286642,0.8599286305237619,9,9,4835297913.09,8106306756.309,4835297913.09,8106306756.309
PER,2017,0.842742535762161,0.8620152214607378,9,9,5411325302.69,9358470897.341002,5411325302.69,9358470897.341
PER,2018,0.848080074955259,0.8614673148207115,9,9,5988799239.42,9948276666.475,5988799239.42,9948276666.475
PER,2019,0.8585002592288506,0.853050899091773,9,9,5797740247.459999,9573787495.463,5797740247.46,9573787495.463
PER,2020,0.8662939956320214,0.8517139096437185,9,9,4270921252.49,7553765322.954,4270921252.49,7553765322.9539995
PER,2021,0.8582760761024193,0.8355359445640321,9,9,6122885101.507,10650450432.784,6122885101.507,10650450432.784
PER,2022,0.862423610117205,0.8487591569224966,9,8,7612764159.815,12472317859.24,7612764159.815,12472317859.24
PER,2023,0.8490294205336345,0.8394828767471177,9,9,7435068565.0,11404288826.864,7435068565.0,11404288826.864
PER,2024,0.8625372935905997,0.8503856258998861,9,9,7676569088.145,11015556992.375,7676569088.1449995,11015556992.375
PER,2025,,0.8447954859364198,0,8,0.0,11842580556.619999,0.0,11842580556.619999
