exporter,importer,year,value_usd
BOL,COL,2025,505612040.07
BRA,MEX,2000,1709783257.0
BRA,ARG,2000,6229543769.0
BRA,BOL,2000,362525301.0
BRA,GTM,2000,76691838.0
BRA,COL,2000,513695105.0
BRA,ECU,2000,133038395.0
BRA,PER,2000,352441932.0
BRA,HND,2000,31599162.0
BRA,CHL,2000,1245602706.0
BRA,MEX,2001,1866454084.0
BRA,GTM,2001,82060716.0
BRA,CHL,2001,1351012846.0
BRA,PER,2001,285940473.0
BRA,HND,2001,34756274.0
BRA,ARG,2001,4993052394.0
BRA,COL,2001,605263311.0
BRA,BOL,2001,333272536.0
BRA,ECU,2001,210523287.0
BRA,ARG,2002,2337328058.0
BRA,COL,2002,636222540.0
BRA,HND,2002,47852678.0
BRA,MEX,2002,2340989802.0
BRA,ECU,2002,388076574.0
BRA,GTM,2002,112987038.0
BRA,PER,2002,435378615.0
BRA,CHL,2002,1460637333.0
BRA,BOL,2002,420575839.0
